zipcode,county,state,negative_zipcode
91301,Los Angeles County,CA,0
91302,Los Angeles County,CA,0
91303,Los Angeles County,CA,0
91304,Los Angeles County,CA,0
91306,Los Angeles County,CA,0
91307,Los Angeles County,CA,0
91311,Los Angeles County,CA,0
91316,Los Angeles County,CA,0
91320,Ventura County,CA,0
91321,Los Angeles County,CA,0
91324,Los Angeles County,CA,0
91325,Los Angeles County,CA,0
91326,Los Angeles County,CA,0
91330,Los Angeles County,CA,0
91331,Los Angeles County,CA,0
91335,Los Angeles County,CA,0
91340,Los Angeles County,CA,0
91342,Los Angeles County,CA,0
91343,Los Angeles County,CA,0
91344,Los Angeles County,CA,0
91345,Los Angeles County,CA,0
91350,Los Angeles County,CA,0
91351,Los Angeles County,CA,0
91352,Los Angeles County,CA,0
91354,Los Angeles County,CA,0
91355,Los Angeles County,CA,0
91356,Los Angeles County,CA,0
91360,Ventura County,CA,0
91361,Los Angeles County,CA,0
91362,Los Angeles County,CA,0
91364,Los Angeles County,CA,0
91367,Los Angeles County,CA,0
91371,Los Angeles County,CA,0
91377,Ventura County,CA,0
91381,Los Angeles County,CA,0
91384,Los Angeles County,CA,0
91387,Los Angeles County,CA,0
91390,Los Angeles County,CA,0
91401,Los Angeles County,CA,0
91402,Los Angeles County,CA,0
91403,Los Angeles County,CA,0
91405,Los Angeles County,CA,0
91406,Los Angeles County,CA,0
91411,Los Angeles County,CA,0
91423,Los Angeles County,CA,0
91436,Los Angeles County,CA,0
91501,Los Angeles County,CA,0
91502,Los Angeles County,CA,0
91504,Los Angeles County,CA,0
91505,Los Angeles County,CA,0
91506,Los Angeles County,CA,0
91601,Los Angeles County,CA,0
91602,Los Angeles County,CA,0
91604,Los Angeles County,CA,0
91605,Los Angeles County,CA,0
91606,Los Angeles County,CA,0
91607,Los Angeles County,CA,0
91608,Los Angeles County,CA,0
91701,San Bernardino County,CA,0
91702,Los Angeles County,CA,0
91706,Los Angeles County,CA,0
91708,Riverside County,CA,0
91709,Los Angeles County,CA,0
91710,Los Angeles County,CA,0
91711,Los Angeles County,CA,0
91722,Los Angeles County,CA,0
91723,Los Angeles County,CA,0
91724,Los Angeles County,CA,0
91730,San Bernardino County,CA,0
91731,Los Angeles County,CA,0
91732,Los Angeles County,CA,0
91733,Los Angeles County,CA,0
91737,San Bernardino County,CA,0
91739,San Bernardino County,CA,0
91740,Los Angeles County,CA,0
91741,Los Angeles County,CA,0
91744,Los Angeles County,CA,0
91745,Los Angeles County,CA,0
91746,Los Angeles County,CA,0
91748,Los Angeles County,CA,0
91750,Los Angeles County,CA,0
91752,Riverside County,CA,0
91754,Los Angeles County,CA,0
91755,Los Angeles County,CA,0
91759,San Bernardino County,CA,0
91761,San Bernardino County,CA,0
91762,San Bernardino County,CA,0
91763,San Bernardino County,CA,0
91764,San Bernardino County,CA,0
91765,Los Angeles County,CA,0
91766,Los Angeles County,CA,0
91767,Los Angeles County,CA,0
91768,Los Angeles County,CA,0
91770,Los Angeles County,CA,0
91773,Los Angeles County,CA,0
91775,Los Angeles County,CA,0
91776,Los Angeles County,CA,0
91780,Los Angeles County,CA,0
91784,San Bernardino County,CA,0
91786,Los Angeles County,CA,0
91789,Los Angeles County,CA,0
91790,Los Angeles County,CA,0
91791,Los Angeles County,CA,0
91792,Los Angeles County,CA,0
91801,Los Angeles County,CA,0
91803,Los Angeles County,CA,0
91901,San Diego County,CA,0
91902,San Diego County,CA,0
91905,San Diego County,CA,0
91906,San Diego County,CA,0
91910,San Diego County,CA,0
91911,San Diego County,CA,0
91913,San Diego County,CA,0
91914,San Diego County,CA,0
91915,San Diego County,CA,0
91916,San Diego County,CA,0
91917,San Diego County,CA,0
91931,San Diego County,CA,0
91932,San Diego County,CA,0
91934,San Diego County,CA,0
91935,San Diego County,CA,0
91941,San Diego County,CA,0
91942,San Diego County,CA,0
91945,San Diego County,CA,0
91948,San Diego County,CA,0
91950,San Diego County,CA,0
91962,San Diego County,CA,0
91963,San Diego County,CA,0
91977,San Diego County,CA,0
91978,San Diego County,CA,0
91980,San Diego County,CA,0
92003,San Diego County,CA,0
92004,San Diego County,CA,0
92007,San Diego County,CA,0
92008,San Diego County,CA,0
92009,San Diego County,CA,0
92010,San Diego County,CA,0
92011,San Diego County,CA,0
92014,San Diego County,CA,0
92019,San Diego County,CA,0
92020,San Diego County,CA,0
92021,San Diego County,CA,0
92024,San Diego County,CA,0
92025,San Diego County,CA,0
92026,San Diego County,CA,0
92027,San Diego County,CA,0
92028,Riverside County,CA,0
92029,San Diego County,CA,0
92036,San Diego County,CA,0
92037,San Diego County,CA,0
92040,San Diego County,CA,0
92054,San Diego County,CA,0
92055,San Diego County,CA,0
92056,San Diego County,CA,0
92057,San Diego County,CA,0
92058,San Diego County,CA,0
92059,San Diego County,CA,0
92060,San Diego County,CA,0
92061,San Diego County,CA,0
92064,San Diego County,CA,0
92065,San Diego County,CA,0
92066,San Diego County,CA,0
92067,San Diego County,CA,0
92069,San Diego County,CA,0
92070,San Diego County,CA,0
92071,San Diego County,CA,0
92075,San Diego County,CA,0
92078,San Diego County,CA,0
92081,San Diego County,CA,0
92082,San Diego County,CA,0
92083,San Diego County,CA,0
92084,San Diego County,CA,0
92086,San Diego County,CA,0
92091,San Diego County,CA,0
92092,San Diego County,CA,0
92093,San Diego County,CA,0
92096,San Diego County,CA,0
92101,San Diego County,CA,0
92102,San Diego County,CA,0
92103,San Diego County,CA,0
92104,San Diego County,CA,0
92105,San Diego County,CA,0
92106,San Diego County,CA,0
92107,San Diego County,CA,0
92108,San Diego County,CA,0
92109,San Diego County,CA,0
92110,San Diego County,CA,0
92111,San Diego County,CA,0
92113,San Diego County,CA,0
92114,San Diego County,CA,0
92115,San Diego County,CA,0
92116,San Diego County,CA,0
92117,San Diego County,CA,0
92118,San Diego County,CA,0
92119,San Diego County,CA,0
92120,San Diego County,CA,0
92121,San Diego County,CA,0
92122,San Diego County,CA,0
92123,San Diego County,CA,0
92124,San Diego County,CA,0
92126,San Diego County,CA,0
92127,San Diego County,CA,0
92128,San Diego County,CA,0
92129,San Diego County,CA,0
92130,San Diego County,CA,0
92131,San Diego County,CA,0
92132,San Diego County,CA,0
92134,San Diego County,CA,0
92135,San Diego County,CA,0
92136,San Diego County,CA,0
92139,San Diego County,CA,0
92140,San Diego County,CA,0
92145,San Diego County,CA,0
92147,San Diego County,CA,0
92154,San Diego County,CA,0
92155,San Diego County,CA,0
92161,San Diego County,CA,0
92173,San Diego County,CA,0
92179,San Diego County,CA,0
92182,San Diego County,CA,0
92201,Riverside County,CA,0
92203,Riverside County,CA,0
92210,Riverside County,CA,0
92211,Riverside County,CA,0
92220,Riverside County,CA,0
92222,Imperial County,CA,1
92223,Riverside County,CA,0
92225,Imperial County,CA,0
92227,Imperial County,CA,0
92230,Riverside County,CA,0
92231,Imperial County,CA,0
92233,Imperial County,CA,0
92234,Riverside County,CA,0
92236,Riverside County,CA,0
92239,Riverside County,CA,0
92240,Riverside County,CA,0
92241,Riverside County,CA,0
92242,San Bernardino County,CA,0
92243,Imperial County,CA,0
92249,Imperial County,CA,0
92250,Imperial County,CA,0
92251,Imperial County,CA,0
92252,San Bernardino County,CA,0
92253,Riverside County,CA,0
92254,Riverside County,CA,0
92256,San Bernardino County,CA,0
92257,Imperial County,CA,1
92258,Riverside County,CA,1
92259,Imperial County,CA,0
92260,Riverside County,CA,0
92262,Riverside County,CA,0
92264,Riverside County,CA,0
92266,Imperial County,CA,0
92267,San Bernardino County,CA,0
92268,San Bernardino County,CA,0
92270,Riverside County,CA,0
92273,Imperial County,CA,0
92274,Imperial County,CA,0
92275,Imperial County,CA,0
92276,Riverside County,CA,0
92277,San Bernardino County,CA,0
92278,San Bernardino County,CA,0
92280,San Bernardino County,CA,0
92281,Imperial County,CA,0
92282,Riverside County,CA,0
92283,Imperial County,CA,0
92284,San Bernardino County,CA,0
92285,San Bernardino County,CA,0
92301,San Bernardino County,CA,0
92304,San Bernardino County,CA,0
92305,San Bernardino County,CA,0
92307,San Bernardino County,CA,0
92308,San Bernardino County,CA,0
92309,San Bernardino County,CA,0
92310,San Bernardino County,CA,0
92311,San Bernardino County,CA,0
92313,San Bernardino County,CA,0
92314,San Bernardino County,CA,0
92315,San Bernardino County,CA,0
92316,San Bernardino County,CA,0
92317,San Bernardino County,CA,0
92320,Riverside County,CA,0
92321,San Bernardino County,CA,0
92322,San Bernardino County,CA,0
92324,Riverside County,CA,0
92325,San Bernardino County,CA,0
92327,San Bernardino County,CA,0
92328,Inyo County,CA,0
92332,San Bernardino County,CA,0
92333,San Bernardino County,CA,0
92335,San Bernardino County,CA,0
92336,San Bernardino County,CA,0
92337,San Bernardino County,CA,0
92338,San Bernardino County,CA,0
92339,San Bernardino County,CA,0
92341,San Bernardino County,CA,0
92342,San Bernardino County,CA,0
92344,San Bernardino County,CA,0
92345,San Bernardino County,CA,0
92346,San Bernardino County,CA,0
92347,San Bernardino County,CA,1
92350,San Bernardino County,CA,0
92352,San Bernardino County,CA,0
92354,San Bernardino County,CA,0
92356,San Bernardino County,CA,0
92358,San Bernardino County,CA,0
92359,San Bernardino County,CA,0
92363,San Bernardino County,CA,0
92364,San Bernardino County,CA,0
92365,San Bernardino County,CA,0
92368,San Bernardino County,CA,0
92369,San Bernardino County,CA,1
92371,San Bernardino County,CA,0
92372,San Bernardino County,CA,0
92373,Riverside County,CA,0
92374,San Bernardino County,CA,0
92376,San Bernardino County,CA,0
92377,San Bernardino County,CA,0
92378,San Bernardino County,CA,0
92382,San Bernardino County,CA,0
92384,Inyo County,CA,0
92385,San Bernardino County,CA,0
92386,San Bernardino County,CA,0
92389,Inyo County,CA,0
92391,San Bernardino County,CA,0
92392,San Bernardino County,CA,0
92394,San Bernardino County,CA,0
92395,San Bernardino County,CA,0
92397,San Bernardino County,CA,0
92398,San Bernardino County,CA,0
92399,Riverside County,CA,0
92401,San Bernardino County,CA,0
92404,San Bernardino County,CA,0
92405,San Bernardino County,CA,0
92407,San Bernardino County,CA,0
92408,San Bernardino County,CA,0
92410,San Bernardino County,CA,0
92411,San Bernardino County,CA,0
92415,San Bernardino County,CA,0
92501,Riverside County,CA,0
92503,Riverside County,CA,0
92504,Riverside County,CA,0
92505,Riverside County,CA,0
92506,Riverside County,CA,0
92507,Riverside County,CA,0
92508,Riverside County,CA,0
92509,Riverside County,CA,0
92518,Riverside County,CA,0
92521,Riverside County,CA,0
92530,Riverside County,CA,0
92532,Riverside County,CA,0
92536,Riverside County,CA,0
92539,Riverside County,CA,0
92543,Riverside County,CA,0
92544,Riverside County,CA,0
92545,Riverside County,CA,0
92548,Riverside County,CA,0
92549,Riverside County,CA,0
92551,Riverside County,CA,0
92553,Riverside County,CA,0
92555,Riverside County,CA,0
92557,Riverside County,CA,0
92561,Riverside County,CA,0
92562,Riverside County,CA,0
92563,Riverside County,CA,0
92567,Riverside County,CA,0
92570,Riverside County,CA,0
92571,Riverside County,CA,0
92582,Riverside County,CA,0
92583,Riverside County,CA,0
92584,Riverside County,CA,0
92585,Riverside County,CA,0
92586,Riverside County,CA,0
92587,Riverside County,CA,0
92590,Riverside County,CA,0
92591,Riverside County,CA,0
92592,Riverside County,CA,0
92595,Riverside County,CA,0
92596,Riverside County,CA,0
92602,Orange County,CA,0
92603,Orange County,CA,0
92604,Orange County,CA,0
92606,Orange County,CA,0
92610,Orange County,CA,0
92612,Orange County,CA,0
92614,Orange County,CA,0
92617,Orange County,CA,0
92618,Orange County,CA,0
92620,Orange County,CA,0
92624,Orange County,CA,0
92625,Orange County,CA,0
92626,Orange County,CA,0
92627,Orange County,CA,0
92629,Orange County,CA,0
92630,Orange County,CA,0
92637,Orange County,CA,0
92646,Orange County,CA,0
92647,Orange County,CA,0
92648,Orange County,CA,0
92649,Orange County,CA,0
92651,Orange County,CA,0
92653,Orange County,CA,0
92655,Orange County,CA,0
92656,Orange County,CA,0
92657,Orange County,CA,0
92660,Orange County,CA,0
92661,Orange County,CA,0
92662,Orange County,CA,0
92663,Orange County,CA,0
92672,Orange County,CA,0
92673,Orange County,CA,0
92675,Orange County,CA,0
92676,Orange County,CA,0
92677,Orange County,CA,0
92678,Orange County,CA,0
92679,Orange County,CA,0
92683,Orange County,CA,0
92688,Orange County,CA,0
92691,Orange County,CA,0
92692,Orange County,CA,0
92694,Orange County,CA,0
92697,Orange County,CA,0
92701,Orange County,CA,0
92703,Orange County,CA,0
92704,Orange County,CA,0
92705,Orange County,CA,0
92706,Orange County,CA,0
92707,Orange County,CA,0
92708,Orange County,CA,0
92780,Orange County,CA,0
92782,Orange County,CA,0
92801,Orange County,CA,0
92802,Orange County,CA,0
92804,Orange County,CA,0
92805,Orange County,CA,0
92806,Orange County,CA,0
92807,Orange County,CA,0
92808,Orange County,CA,0
92821,Orange County,CA,0
92823,Orange County,CA,0
92831,Orange County,CA,0
92832,Orange County,CA,0
92833,Orange County,CA,0
92835,Orange County,CA,0
92840,Orange County,CA,0
92841,Orange County,CA,0
92843,Orange County,CA,0
92844,Orange County,CA,0
92845,Orange County,CA,0
92860,Riverside County,CA,0
92861,Orange County,CA,0
92865,Orange County,CA,0
92866,Orange County,CA,0
92867,Orange County,CA,0
92868,Orange County,CA,0
92869,Orange County,CA,0
92870,Orange County,CA,0
92879,Riverside County,CA,0
92880,Riverside County,CA,0
92881,Riverside County,CA,0
92882,Riverside County,CA,0
92883,Riverside County,CA,0
92886,Orange County,CA,0
92887,Orange County,CA,0
93001,Ventura County,CA,0
93003,Ventura County,CA,0
93004,Ventura County,CA,0
93010,Ventura County,CA,0
93012,Ventura County,CA,0
93013,Santa Barbara County,CA,0
93015,Ventura County,CA,0
93021,Ventura County,CA,0
93022,Ventura County,CA,0
93023,Ventura County,CA,0
93030,Ventura County,CA,0
93033,Ventura County,CA,0
93035,Ventura County,CA,0
93036,Ventura County,CA,0
93040,Ventura County,CA,0
93041,Ventura County,CA,0
93042,Ventura County,CA,0
93043,Ventura County,CA,0
93060,Ventura County,CA,0
93063,Los Angeles County,CA,0
93064,Ventura County,CA,0
93065,Ventura County,CA,0
93066,Ventura County,CA,0
93067,Santa Barbara County,CA,0
93101,Santa Barbara County,CA,0
93103,Santa Barbara County,CA,0
93105,Santa Barbara County,CA,0
93106,Santa Barbara County,CA,0
93108,Santa Barbara County,CA,0
93109,Santa Barbara County,CA,0
93110,Santa Barbara County,CA,0
93111,Santa Barbara County,CA,0
93117,Santa Barbara County,CA,0
93201,Tulare County,CA,0
93202,Kings County,CA,0
93203,Kern County,CA,0
93204,Kings County,CA,0
93205,Kern County,CA,0
93206,Kern County,CA,0
93207,Tulare County,CA,0
93208,Tulare County,CA,0
93210,Fresno County,CA,0
93212,Kings County,CA,0
93215,Kern County,CA,0
93218,Tulare County,CA,0
93219,Kern County,CA,0
93220,Kern County,CA,0
93221,Tulare County,CA,0
93222,Kern County,CA,0
93223,Tulare County,CA,0
93224,Kern County,CA,0
93225,Kern County,CA,0
93226,Kern County,CA,0
93227,Tulare County,CA,0
93230,Kings County,CA,0
93234,Fresno County,CA,1
93235,Tulare County,CA,0
93237,Tulare County,CA,0
93238,Kern County,CA,0
93239,Kings County,CA,0
93240,Kern County,CA,0
93241,Kern County,CA,0
93242,Fresno County,CA,0
93243,Kern County,CA,0
93244,Tulare County,CA,0
93245,Kings County,CA,0
93246,Kings County,CA,0
93247,Tulare County,CA,0
93249,Kern County,CA,0
93250,Kern County,CA,0
93251,Kern County,CA,0
93252,Kern County,CA,0
93254,Santa Barbara County,CA,0
93255,Kern County,CA,0
93256,Tulare County,CA,0
93257,Tulare County,CA,0
93258,Tulare County,CA,0
93260,Tulare County,CA,0
93261,Tulare County,CA,1
93262,Tulare County,CA,0
93263,Kern County,CA,0
93265,Tulare County,CA,0
93266,Kings County,CA,0
93267,Tulare County,CA,0
93268,Kern County,CA,0
93270,Tulare County,CA,0
93271,Tulare County,CA,0
93272,Tulare County,CA,0
93274,Kings County,CA,0
93276,Kern County,CA,0
93277,Tulare County,CA,0
93280,Kern County,CA,0
93283,Kern County,CA,1
93285,Kern County,CA,0
93286,Tulare County,CA,0
93287,Kern County,CA,0
93291,Tulare County,CA,0
93292,Tulare County,CA,0
93301,Kern County,CA,0
93304,Kern County,CA,0
93305,Kern County,CA,0
93306,Kern County,CA,0
93307,Kern County,CA,0
93308,Kern County,CA,0
93309,Kern County,CA,0
93311,Kern County,CA,0
93312,Kern County,CA,0
93313,Kern County,CA,0
93314,Kern County,CA,0
93401,San Luis Obispo County,CA,0
93402,San Luis Obispo County,CA,0
93405,San Luis Obispo County,CA,0
93407,San Luis Obispo County,CA,0
93408,San Luis Obispo County,CA,0
93409,San Luis Obispo County,CA,0
93410,San Luis Obispo County,CA,0
93420,San Luis Obispo County,CA,0
93422,San Luis Obispo County,CA,0
93424,San Luis Obispo County,CA,0
93426,Monterey County,CA,0
93427,Santa Barbara County,CA,0
93428,San Luis Obispo County,CA,0
93429,Santa Barbara County,CA,0
93430,San Luis Obispo County,CA,0
93432,San Luis Obispo County,CA,0
93433,San Luis Obispo County,CA,0
93434,Santa Barbara County,CA,0
93436,Santa Barbara County,CA,0
93437,Santa Barbara County,CA,0
93440,Santa Barbara County,CA,0
93441,Santa Barbara County,CA,0
93442,San Luis Obispo County,CA,0
93444,San Luis Obispo County,CA,0
93445,San Luis Obispo County,CA,0
93446,San Luis Obispo County,CA,0
93449,San Luis Obispo County,CA,0
93450,Monterey County,CA,0
93451,Monterey County,CA,0
93452,San Luis Obispo County,CA,0
93453,San Luis Obispo County,CA,0
93454,San Luis Obispo County,CA,0
93455,Santa Barbara County,CA,0
93458,San Luis Obispo County,CA,0
93460,Santa Barbara County,CA,0
93461,Kern County,CA,0
93463,Santa Barbara County,CA,0
93465,San Luis Obispo County,CA,0
93501,Kern County,CA,0
93505,Kern County,CA,0
93510,Los Angeles County,CA,0
93512,Mono County,CA,0
93513,Inyo County,CA,0
93514,Inyo County,CA,0
93516,Kern County,CA,0
93517,Mono County,CA,0
93518,Kern County,CA,0
93522,Inyo County,CA,0
93523,Kern County,CA,0
93524,Kern County,CA,0
93526,Inyo County,CA,0
93527,Inyo County,CA,0
93528,Kern County,CA,0
93529,Mono County,CA,0
93530,Inyo County,CA,0
93531,Kern County,CA,0
93532,Los Angeles County,CA,0
93534,Los Angeles County,CA,0
93535,Los Angeles County,CA,0
93536,Kern County,CA,0
93541,Mono County,CA,0
93543,Los Angeles County,CA,0
93544,Los Angeles County,CA,0
93545,Inyo County,CA,0
93546,Mono County,CA,0
93549,Inyo County,CA,0
93550,Los Angeles County,CA,0
93551,Los Angeles County,CA,0
93552,Los Angeles County,CA,0
93553,Los Angeles County,CA,0
93554,Kern County,CA,0
93555,Kern County,CA,0
93560,Kern County,CA,0
93561,Kern County,CA,0
93562,San Bernardino County,CA,0
93563,Los Angeles County,CA,0
93581,Kern County,CA,0
93591,Los Angeles County,CA,0
93601,Madera County,CA,0
93602,Fresno County,CA,0
93603,Fresno County,CA,0
93604,Madera County,CA,0
93605,Fresno County,CA,0
93606,Fresno County,CA,0
93608,Fresno County,CA,1
93609,Fresno County,CA,0
93610,Madera County,CA,0
93611,Fresno County,CA,0
93612,Fresno County,CA,0
93614,Madera County,CA,0
93615,Tulare County,CA,0
93616,Fresno County,CA,0
93618,Fresno County,CA,0
93619,Fresno County,CA,0
93620,Fresno County,CA,0
93621,Fresno County,CA,0
93622,Fresno County,CA,0
93623,Mariposa County,CA,1
93624,Fresno County,CA,0
93625,Fresno County,CA,0
93626,Fresno County,CA,0
93627,Fresno County,CA,0
93628,Fresno County,CA,0
93630,Fresno County,CA,0
93631,Fresno County,CA,0
93633,Tulare County,CA,0
93634,Fresno County,CA,0
93635,Merced County,CA,0
93636,Madera County,CA,0
93637,Madera County,CA,0
93638,Madera County,CA,0
93640,Fresno County,CA,0
93641,Fresno County,CA,1
93643,Madera County,CA,0
93644,Madera County,CA,0
93645,Madera County,CA,0
93646,Fresno County,CA,0
93647,Fresno County,CA,0
93648,Fresno County,CA,0
93650,Fresno County,CA,0
93651,Fresno County,CA,0
93652,Fresno County,CA,1
93653,Madera County,CA,0
93654,Fresno County,CA,0
93656,Fresno County,CA,0
93657,Fresno County,CA,0
93660,Fresno County,CA,0
93662,Fresno County,CA,0
93664,Fresno County,CA,0
93665,Merced County,CA,0
93666,Tulare County,CA,0
93667,Fresno County,CA,0
93668,Fresno County,CA,0
93669,Madera County,CA,0
93670,Tulare County,CA,0
93673,Tulare County,CA,0
93675,Fresno County,CA,0
93701,Fresno County,CA,1
93702,Fresno County,CA,0
93703,Fresno County,CA,0
93704,Fresno County,CA,0
93705,Fresno County,CA,0
93706,Fresno County,CA,0
93710,Fresno County,CA,0
93711,Fresno County,CA,0
93720,Fresno County,CA,0
93721,Fresno County,CA,0
93722,Fresno County,CA,0
93723,Fresno County,CA,0
93725,Fresno County,CA,0
93726,Fresno County,CA,0
93727,Fresno County,CA,0
93728,Fresno County,CA,0
93730,Fresno County,CA,0
93737,Fresno County,CA,0
93740,Fresno County,CA,0
93741,Fresno County,CA,0
93901,Monterey County,CA,0
93905,Monterey County,CA,0
93906,Monterey County,CA,0
93907,Monterey County,CA,0
93908,Monterey County,CA,0
93920,Monterey County,CA,0
93921,Monterey County,CA,0
93923,Monterey County,CA,0
93924,Monterey County,CA,0
93925,Monterey County,CA,0
93926,Monterey County,CA,0
93927,Monterey County,CA,0
93928,Monterey County,CA,0
93930,Monterey County,CA,0
93932,Monterey County,CA,0
93933,Monterey County,CA,0
93940,Monterey County,CA,0
93943,Monterey County,CA,0
93944,Monterey County,CA,0
93950,Monterey County,CA,0
93953,Monterey County,CA,0
93954,Monterey County,CA,0
93955,Monterey County,CA,0
93960,Monterey County,CA,0
93962,Monterey County,CA,0
94002,San Mateo County,CA,0
94005,San Mateo County,CA,0
94010,San Mateo County,CA,0
94014,San Francisco County,CA,0
94015,San Mateo County,CA,0
94018,San Mateo County,CA,0
94019,San Mateo County,CA,0
94020,San Mateo County,CA,0
94021,San Mateo County,CA,0
94022,Santa Clara County,CA,0
94024,Santa Clara County,CA,0
94025,San Mateo County,CA,0
94027,San Mateo County,CA,0
94028,San Mateo County,CA,0
94030,San Mateo County,CA,0
94037,San Mateo County,CA,0
94038,San Mateo County,CA,0
94040,Santa Clara County,CA,0
94041,Santa Clara County,CA,0
94043,Santa Clara County,CA,0
94044,San Mateo County,CA,0
94060,San Mateo County,CA,0
94061,San Mateo County,CA,0
94062,San Mateo County,CA,0
94063,San Mateo County,CA,0
94065,San Mateo County,CA,0
94066,San Mateo County,CA,0
94070,San Mateo County,CA,0
94074,San Mateo County,CA,0
94080,San Mateo County,CA,0
94085,Santa Clara County,CA,0
94086,Santa Clara County,CA,0
94087,Santa Clara County,CA,0
94089,Santa Clara County,CA,0
94102,San Francisco County,CA,0
94103,San Francisco County,CA,0
94104,San Francisco County,CA,0
94105,San Francisco County,CA,0
94107,San Francisco County,CA,0
94108,San Francisco County,CA,0
94109,San Francisco County,CA,0
94110,San Francisco County,CA,0
94111,San Francisco County,CA,0
94112,San Francisco County,CA,0
94114,San Francisco County,CA,0
94115,San Francisco County,CA,0
94116,San Francisco County,CA,0
94117,San Francisco County,CA,0
94118,San Francisco County,CA,0
94121,San Francisco County,CA,0
94122,San Francisco County,CA,0
94123,San Francisco County,CA,0
94124,San Francisco County,CA,0
94127,San Francisco County,CA,0
94128,San Mateo County,CA,0
94129,San Francisco County,CA,0
94130,San Francisco County,CA,0
94131,San Francisco County,CA,0
94132,San Francisco County,CA,0
94133,San Francisco County,CA,0
94134,San Francisco County,CA,0
94158,San Francisco County,CA,0
94188,San Francisco County,CA,0
94301,Santa Clara County,CA,0
94303,San Mateo County,CA,0
94304,Santa Clara County,CA,0
94305,Santa Clara County,CA,0
94306,Santa Clara County,CA,0
94401,San Mateo County,CA,0
94402,San Mateo County,CA,0
94403,San Mateo County,CA,0
94404,San Mateo County,CA,0
94501,Alameda County,CA,0
94502,Alameda County,CA,0
94503,Napa County,CA,0
94505,Alameda County,CA,0
94506,Contra Costa County,CA,0
94507,Contra Costa County,CA,0
94508,Napa County,CA,0
94509,Contra Costa County,CA,0
94510,Solano County,CA,0
94511,Contra Costa County,CA,0
94512,Solano County,CA,0
94513,Contra Costa County,CA,0
94514,Alameda County,CA,0
94515,Napa County,CA,0
94516,Contra Costa County,CA,0
94517,Contra Costa County,CA,0
94518,Contra Costa County,CA,0
94519,Contra Costa County,CA,0
94520,Contra Costa County,CA,0
94521,Contra Costa County,CA,0
94523,Contra Costa County,CA,0
94525,Contra Costa County,CA,0
94526,Contra Costa County,CA,0
94528,Contra Costa County,CA,0
94530,Contra Costa County,CA,0
94531,Contra Costa County,CA,0
94533,Solano County,CA,0
94534,Solano County,CA,0
94535,Solano County,CA,0
94536,Alameda County,CA,0
94538,Alameda County,CA,0
94539,Alameda County,CA,0
94541,Alameda County,CA,0
94542,Alameda County,CA,0
94544,Alameda County,CA,0
94545,Alameda County,CA,0
94546,Alameda County,CA,0
94547,Contra Costa County,CA,0
94548,Contra Costa County,CA,0
94549,Contra Costa County,CA,0
94550,Alameda County,CA,0
94551,Alameda County,CA,0
94552,Alameda County,CA,0
94553,Contra Costa County,CA,0
94555,Alameda County,CA,0
94556,Contra Costa County,CA,0
94558,Napa County,CA,0
94559,Napa County,CA,0
94560,Alameda County,CA,0
94561,Contra Costa County,CA,0
94562,Napa County,CA,0
94563,Contra Costa County,CA,0
94564,Contra Costa County,CA,0
94565,Contra Costa County,CA,0
94566,Alameda County,CA,0
94567,Napa County,CA,0
94568,Alameda County,CA,0
94569,Contra Costa County,CA,0
94571,Sacramento County,CA,0
94572,Contra Costa County,CA,0
94573,Napa County,CA,0
94574,Napa County,CA,0
94575,Contra Costa County,CA,0
94576,Napa County,CA,0
94577,Alameda County,CA,0
94578,Alameda County,CA,0
94579,Alameda County,CA,0
94580,Alameda County,CA,0
94582,Contra Costa County,CA,0
94583,Contra Costa County,CA,0
94585,Solano County,CA,0
94586,Alameda County,CA,0
94587,Alameda County,CA,0
94588,Alameda County,CA,0
94589,Solano County,CA,0
94590,Solano County,CA,0
94591,Napa County,CA,0
94592,Solano County,CA,0
94595,Contra Costa County,CA,0
94596,Contra Costa County,CA,0
94597,Contra Costa County,CA,0
94598,Contra Costa County,CA,0
94599,Napa County,CA,0
94601,Alameda County,CA,0
94602,Alameda County,CA,0
94603,Alameda County,CA,0
94605,Alameda County,CA,0
94606,Alameda County,CA,0
94607,Alameda County,CA,0
94608,Alameda County,CA,0
94609,Alameda County,CA,0
94610,Alameda County,CA,0
94611,Alameda County,CA,0
94612,Alameda County,CA,0
94613,Alameda County,CA,0
94618,Alameda County,CA,0
94619,Alameda County,CA,0
94621,Alameda County,CA,0
94702,Alameda County,CA,0
94703,Alameda County,CA,0
94704,Alameda County,CA,0
94705,Alameda County,CA,0
94706,Alameda County,CA,0
94707,Alameda County,CA,0
94708,Alameda County,CA,0
94709,Alameda County,CA,0
94710,Alameda County,CA,0
94720,Alameda County,CA,0
94801,Contra Costa County,CA,0
94803,Contra Costa County,CA,0
94804,Contra Costa County,CA,0
94805,Contra Costa County,CA,0
94806,Contra Costa County,CA,0
94901,Marin County,CA,0
94903,Marin County,CA,0
94904,Marin County,CA,0
94920,Marin County,CA,0
94922,Sonoma County,CA,0
94923,Sonoma County,CA,0
94924,Marin County,CA,0
94925,Marin County,CA,0
94928,Sonoma County,CA,0
94929,Marin County,CA,0
94930,Marin County,CA,0
94931,Sonoma County,CA,0
94933,Marin County,CA,0
94937,Marin County,CA,0
94938,Marin County,CA,0
94939,Marin County,CA,0
94940,Marin County,CA,0
94941,Marin County,CA,0
94945,Marin County,CA,0
94946,Marin County,CA,0
94947,Marin County,CA,0
94949,Marin County,CA,0
